"movie","chapter","character","dialog"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Wizards were here."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","I don't like this place."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","I want to go."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","I'll tell you in a minute."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","Maybe you could tell me now."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Alright.  The Sword of Gryffindor? It's Goblin made."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","Brilliant."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","O-kay."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Harry.  You already destroyed one Horcrux, right?  Tom Riddle's diary -- in the Chamber of Secrets."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","With a basilisk fang.  If you tell me you've got one of those in that bloody beaded bag of yours --"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Don't you see!  In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Its blade is impregnated with basilisk venom."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","It only takes in that which makes it stronger..."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Exactly!  Which means..."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","... it can destroy Horcruxes."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Which is why Dumbledore left it to you in his will."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","You're brilliant, Hermione. Truly."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Actually, I'm highly logical, which allows me to look past the extraneous detail and perceive clearly that which others overlook."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","There's only one problem..."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","The sword was stolen."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Yeah, I'm still here.  But you two carry on.  Don't let me spoil your fun."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","What's the problem?"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Problem?  There's no problem.  Not according to you, anyway."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","Look, don't be shy.  If you've got something to say, spit it out."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Ron..."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","I thought you knew what you signed up for."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Yeah, I thought I did too."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","I don't understand.  What part of this isn't living up to your expectations?  Did you think we'd be staying in five-star hotels? Finding a Horcrux every other day? Did you think you'd be back to Mummy by Christmas?"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","No, I just reckoned after all this time, we'd have actually achieved something.  I reckoned you knew what you were doing.  I reckoned Dumbledore had told you something worthwhile! I reckoned you had a plan!"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","I've told you everything Dumbledore told me! And in case you haven't noticed, we've found a Horcrux!"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Take it off, Ron.  Please take it off.  You wouldn't be talking like this if you hadn't been wearing it all day --"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","Yeah, he would.  D'you think I haven't noticed the two of you whispering behind my back?  D'you think I haven't guessed what you were thinking?"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Harry, we weren't --"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Don't lie!  You said it, too, you said you were disappointed --"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","I didn't!  Not like that!  Harry -- I didn't!"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Do you know why I listen to that radio, every night?  Do you!  To make sure I don't hear Ginny's name or Fred or George or Mum or --"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","You think I don't listen!  You think I don't know what it's like --"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Stop!  Stop!"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Harry Potter","Go then.  But leave that."
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","And you?"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","Me?"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Are you staying?  Or coming?"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Ron Weasley","Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","What?  Ron, no -- please --"
"Harry Potter and the Deathly Hallows Part 1","Broken Ranks","Hermione Granger","He's gone."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","Salvio Hexia... Protego Totalum..."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","It's a Muggle station."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","You were right.  It's like you said.  Snitches have flesh memories.  But I didn't catch my first Snitch with my hand.  I almost swallowed it."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","'I open at the close?'"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","What do you reckon it means?"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","I don't know.  But look, I've found something as well..."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","I thought it was a picture of an eye, but now I don't think it is. It isn't a rune and it's not in Spellman's Syllabary either.  And it's been inked in -- somebody drew it -- it isn't part of the book."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","Luna's dad was wearing that, at Ron- At Bill and Fleur's wedding."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","What d'you mean -- wearing it?"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","Around his neck.  Like an amulet. I didn't think much of it at the time.  You know Luna -- she's always got some mad thing or the other she's carrying around.  I just figured it ran in the family."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","Why would someone have drawn it in a children's book?"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","Hermione, I've been thinking.  I -- I want to go to Godric's Hollow. It's where I was born, it's where my parents died --"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","And it's exactly where You-Know- Who will expect you to go. Because it means something to you."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","But it means something to him too, Hermione.  You-Know-Who nearly died there.  Wouldn't that be just the kind of place he'd hide a Horcrux?"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","It's dangerous, Harry.  But I have to admit, recently even I've been thinking we might have to go.  I think it's possible something else is hidden there. The sword.  If Dumbledore didn't want it falling into the Ministry's hands, but wanted you to find it, what better place to hide it than the birthplace of the founder of Gryffindor himself?"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","Godric's Hollow is the birthplace of Godric Gryffindor -- I mean, 'course it is.  Obvious, isn't it?"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","Harry, did you ever even open A History of Magic?"
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","Tossed it at Neville once when he was snoring -- might've popped open."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Harry Potter","Hermione..."
"Harry Potter and the Deathly Hallows Part 1","Clues Revealed","Hermione Granger","Don't ever let me give you a haircut again."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","I still think we should've used Polyjuice Potion."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","No.  This is where I was born. I'm not returning as someone else."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Harry, I think it's Christmas Eve! Listen..."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","Do you think they'd be in there? My mum and dad?"
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Yeah. I think they would."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Harry."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","Is it -- ?"
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","No.  But look."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Did you know he had a sister?"
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","No."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Lumos."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Ignotus... Hey, Har --"
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","Happy Christmas, Hermione."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Happy Christmas, Harry."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Harry..."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","Yeah."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Someone's watching us.  By the gate."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","C'mon."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","I don't think this is a good idea."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","We look like ordinary Muggles."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Muggles who've just been laying flowers on your parents' grave."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","Relax.  This is right.  I know it."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Hermione Granger","Omigod.  Harry..."
"Harry Potter and the Deathly Hallows Part 1","Godric's Hollow","Harry Potter","This is where they died, Hermione. This is where he murdered them."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","You're Bathilda, aren't you?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Harry, I'm not sure about this."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Hermione, she knew Dumbledore. She might have the sword. Besides, she's barely knee-high to a house-elf.  I think we can overpower her if it turns ugly."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","There's something odd about her. And what's that smell?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","She's gaga, remember?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Here.  Let me do that."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","You have a lovely house, Miss Bagshot."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Miss Bagshot?  Who is this man?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","His name.  Can you tell me his name?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","This is him, Hermione.  The one I saw in Gregorovitch's wandshop. The thief.  Miss Bagshot, who is he?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","She wants us to go upstairs."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","All right..."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","She wants me to go.  Alone."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Why?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","It's all right.  You stay here."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Harry..."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Lumos."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Bathilda Bagshot","You are Potter?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Yes."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Bathilda Bagshot","I have something for you..."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Harry!"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Confringo!"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Harry... Harry, can you hear me...?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Yes."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Good.  That's good..."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","We got away."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Yes."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Are you alright?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","I'm fine.  But you've been sick. Rest... Rest a bit more..."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","You've outdone yourself this time."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","The Forest of Dean.  I came here once with my mum and dad, years ago.  It's just how I remember it. The trees.  The river.  It's like nothing's changed.  Not true, of course.  Everything's changed.  If I brought my parents here, they wouldn't recognize any of it.  Not the trees.  Not the river.  Not... me."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Where are they?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Wendell and Monica Wilkens now reside happily in Sydney, Australia.  They have two dogs, run a small sweet shop, but floss daily.  No children."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Maybe we should just stay here, Harry.  Grow old."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","You wanted to know who the boy in the photograph was.  Well, I know."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","It was in Bathilda's sitting room. Rita Skeeter had sent it to her. Harry, it doesn't make for very nice reading --"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Who is he, Hermione?  The thief? Did Dumbledore know him?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Yes."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Well?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","For a time."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Tell me, Hermione.  Who is he?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Gellert Grindelwald.  He's not very well known in Britain, but there was a time, before You-Know- Who..."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Hermione, I don't need to have read A History of Magic to know who Gellert Grindelwald is."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","When Grindelwald was seventeen, he was expelled from Durmstrang. He'd started doing some twisted things at school -- experiments. A few teachers had always protected him, but they couldn't anymore.  After he left, he traveled for awhile, then ended up in Godric's Hollow where his great aunt lived, Bathilda Bagshot."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Get to the hard part, Hermione."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","She introduced him to Dumbledore. It made sense.  Dumbledore's mother had just died, Grindelwald was troubled and they were both brilliant -- they'd never really had anyone they could talk to on the same level.  They did a lot of talking that summer.  But they always returned to one particular subject."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Wizard rule over Muggles."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","And Dumbledore believed in it?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Yes."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","'For the Greater Good.'  What does that mean?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","It was something Dumbledore came up with.  He believed wizards were superior and should rule over Muggles, but gently, for their own good.  Grindelwald took a more violent position."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","It was a different time, Harry. It was one summer.  Dumbledore was young --"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","We're young, Hermione.  And here we are, risking our lives to fight against the very thing Dumbledore supported."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","He changed, Harry.  Years later, it was Dumbledore who put Grindelwald in prison."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Where's my wand?  I'll take the watch."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","Hermione.  Where's my wand?"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","It's my fault.  As we were leaving Godric's Hollow, I cast a curse and it rebounded... I'm sorry, Harry, I tried to mend it but wands are different --"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","It's done."
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Hermione Granger","Maybe we can --"
"Harry Potter and the Deathly Hallows Part 1","Bathilda's Secret","Harry Potter","It's done."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Leave me yours.  You get back in the warm.  And give me that."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","He loved you, Harry.  I know he loved you."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","No..."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Lumos! Accio Sword."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Diffindo."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Hermione..."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","Are -- you -- mental?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","It was you!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","Well, yeah.  Bit obvious, I'd think."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","And the doe.  That was you as well."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","No.  I reckoned it was you."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","My Patronus is a stag."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","Right.  Antlers."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","You didn't see anyone else?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","No, I... I did think maybe I saw something -- when I was running -- over there --"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","Anything?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","But I reckon whoever cast the doe, put the sword in that pool hoping we'd find it."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","And we did, didn't we?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","See that?  It knows.  It's afraid. Do it."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","What?  No.  Harry.  That thing's bad for me.  I can't handle it. I'm not making excuses for how I acted, but that thing affects me more than it affects you and Hermione.  It made me think stuff -- stuff I was thinking anyway, but it made everything worse."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","All the more reason."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","No.  I can't --"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Then why are you here?  Why did you come back?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","I'll have to speak to it in order for it to open.  When it does, don't hesitate.  I don't know what's in here, but it'll put up a fight.  The bit of Riddle that was in his diary tried to kill me."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","On three.  One.  Two.  Three. Take me inside..."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Stab it, Ron.  Now."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Voldemort","I have seen your heart and it is mine..."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Don't listen to it."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Ron.  Don't listen to it!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Ron.  Stab it!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","We were better without you, happier without you."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","Who could look at you beside Harry Potter?  What are you, compared with the Chosen One...?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Ron.  It lies!  Stab it!  STAB IT!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Your mother confessed that she would have preferred me as a son..."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","Who wouldn't prefer him, what woman would take you, you are nothing, nothing, nothing to him..."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Do it, Ron!  Kill it!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","After you left, she cried for a week.  She's like my sister."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","I'm sorry.  I'm sorry I left."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","You've sort of made up for it tonight.  Getting the sword. Finishing off the Horcrux."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","Saving your life."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","That too."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","And just think of it.  Only three to go."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Hermione!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","Everything all right?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Fine.  Actually... more than fine."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","Hey."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","Wo -- hey -- ouch!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","You -- complete -- arse -- Ronald -- Weasley!  You crawl back here after all these weeks and say, 'Hey?' Where's my wand?  Harry, where's my wand!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","Um... I don't know?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","Harry Potter, you give me my wand!"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","How come he's got your wand?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","Never mind why he's got my wand --"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","What is that?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","You destroyed it?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","It's a long story."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","Don't think this changes anything."
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Ron Weasley","No, of course not.  I only destroyed a bloody freaking Horcrux!  Why would that change anything!  Do you know what it was like for me to hear those words coming from you!  To see you doing those things --"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","See me doing what things?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Hermione Granger","What happened out there?"
"Harry Potter and the Deathly Hallows Part 1","Sword of Gryffindor","Harry Potter","It's a long story."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Look, I wanted to come back the minute I'd left.  I just... didn't know how to find you."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Exactly how did you find us?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","With this."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","It doesn't just turn off lights. I don't know exactly how it works, but Christmas morning I -- I was sleeping -- in this little pub-- I'd given some Snatchers the slip the night before, me being a blood- traitor and all -- anyway, I was sleeping when I heard it..."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","It?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","A voice."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Your voice, Hermione.  Coming out of this."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","And what may I ask did I say?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","My name.  Just my name.  Like a whisper."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","So I took this and I clicked it and this tiny ball of light appeared.  And I knew."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Knew what?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Just knew.  On account of Hermione's voice.  And sure enough, it floated toward me, the ball of light, right to my chest and then -- went straight through -- right here."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","I could feel it inside me.  It was warm, like the first sip of a good cup of tea.  And I knew it would take me where I needed to go."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","I've always liked it.  These flames Hermione makes."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","How long you reckon she'll stay mad at me?"
